sentimen	Tweet
-1	apakah erti kebebasan kita bebas sekiranya tidak meminta sesuatu tidak mengharapkan sesuatu dan tidak bergantung pada 
0	ketika kita berbicara tentang payudara sebuah gambar sangat sensual hingga ingin mengisap putingnya 
-1	aneh jika kader golkar sejati memihak jokowi anti prabowoama saja kader golkar itu durhaka sama orang tua krna tergoda 
0	ab aeri ayo kita follow2an sekaliam mutual hype brng2 terharu brng2 rt aja ya dan janji flbck 
0	orang melayu dulu begitu sopan mengistilahkan buang air kecil dan buang air besar buang air kecil kita guna sediki 
1	kau punya sahabat sejati yg takkan meninggalkanmu maupun menghianatimu mereka yg pantas diperjuangkan 
0	semua manusia pasti punya beban hidup tergantung kita menyikapinya dan itudh kodratnya 
0	kan mintak yang demand tu semua nk experience hmmm kita senasib laaaa 
0	auchhh sangat deep kal aku cuma boleh kata hmmmmmmm hmmmmm hmmm hmmmm hmm
0	inshaallah boleh di buat iktibar untuk lelaki letak iron tu kat mata pula supaya belajar menjaga pan 
0	ayo kita jd winkdeep 
0	dijamin kamu dan pasangan pernah dan sering mengalaminya setiap hari 
0	setia itu ujiannya seumur hidup lulus sekali nanti ada ujian lainnya pemicunya bisa banyak hal yang awalnya kita pikir 
-1	ada banyak sebab kenapa allah tarik dia dalam hidup kita mungkin kita belum cukup kuat untuk mengharungi macam2 dugaan yan 
-1	masih bersama dingin dan secangkir kenangan serta kerinduan tentang kamu sayang 
0	kalau kita berdua liat pasti udah jadi komentator ya
0	relawan pandu keadilan dari bekerja melakukan evakuasi terhdp jenazah2 saudara2 kita diultengemoga amal 
0	nah trs krn kita cm berdua gt saya sering bgt shraing sm beliau btw beliau ini udh biasa jd tmpt curhatan dr jaman 
-1	untuk apa masih berpegangan bila hanya mendung hitam yang datang dan jerit tangis yang berjatuhan pelukanpun tak lagi me 
1	aku mendapatkan hikmah bahwa menjd sales bukanlah sesuatu yang mudah jika kita ingin mencetak hasil yang memuaskan
0	tuntutan mereka masih sama yaitu kesejahteraan yang layak selama ini honor guru tidak tetap di lamongan hanya 150 
0	wanita itu unik mereka ingin kamu tahu bagaimana perasaannya tapi mereka tak ingin mengatakannya padamu frn
1	share dong kamu kalo beli belanja on line yang paling membuat mu nyaman dan yakin apa ya testimoni kah jumlah fo 
0	hai nip apa nama panjang kamu nipea body lotion aku debby 99l 
-1	penat betul jaga hati orang ni dah lah taknak hargai tak peduli pulak tu kita sakit ke sedih ke 
0	dpt kiriman info kalo laga trakhir lawan persigoemeru lumajang ultras nggak boleh datang brati kamu kudu latian 
-1	doktrin macam apa yg masuk ke otak merekaungguh mabuk agama lebih bahaya dari pada mabuk apapun kalo baca yg kaya g 
-1	kita adalah tempat tinggal sementara bagi orang orang yang hadir hanya untuk mampir
1	kita yang men drive kemauan kita
0	batik adalah identitas kita yang mendunia jokowi hari batik nasional 2015 haribatiknasional
0	menurut andre kejadiannya tanggal 21eptember 2018 11 hari yang lalu namun jika melihat cuitan bu ratna sampai dengan ha 
-1	penjarahan apapun tidak boleh ditoleransi toleransi pd perilaku penjarahan akan berakibat chaos yang merugikan banyak p 
0	di samping menggodok mereka untuk terus bekerja keras aku dan alva juga memikirkan reward
-1	tidak membalas line chat lebih dari 5 menit keyboard handphone seorang pemuda berubah tema jadi wajahnya sendiri 
0	kamu vampire kalo gak deg degan
-1	resiko mencintaimu tidak ada jaminan kamu mencintaiku juga 
1	semoga allah jadikan ibu kita wanita ahli syurga aamiin 
1	manado peduli pemerintah kota manado membuka posko bantuan untuk disalurkan kepada saudara saudari kita yang mengalami m 
-1	mak mana kamu tahu isu isu semasa ni me 
-1	kok kamu gakeneng 
0	ini masukan yang baikemoga pak dan jajarannya sdh sigap dan tanggap melakukannya kita butuh semua elemen bangsa u 
0	phone di tangan pu amin 
0	chinguship tuh apa ya 
1	info menarik terbaru tentang penanganan gempa palu dan donggala timar bandungiapkan dua alat 
0	soalan kita sedang duduk menanti solat jemaah bilal pun datang dan iqamat bilakah waktunya untuk kita bangun https 
1	selama 1 minggu ini pak dan memutuskan untuk berkegiatan di jakarta untuk mengumpulkan bantuan dan mend 
-1	ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa 
0	teleponms dan internet gratis bagi korban gempa palu 
1	pancing petani prihasto juga melihat program tersebut juga ternyata membawa dampak positif kepada petanialah 
0	rlt tolong yg paham hangul ini artinya apa ya 
1	act membuka kesempatan bagiahabat untuk menyalurkan bantuan bagi saudara kita yang terdampak gempa di palu dan dongga 
0	plastik klip biasa ini cocok buat kamu yg jualan pakaian hijab kelebihan klip bisa buka tutup material pe kila 
-1	pas hbs baca aku langsung mikir msh ada yg lbh goblok dari gue lol
1	halo frinz bcs malem ini aku berhasil dibikin terkedjoed dan nanges kejer gegara oknum aku mau giveaway p 
1	10tahun terima kasih kerana banyak mengajar aku banyak benda dan erti dalam hidup terima kasih untuk dunia yang indah terima 
1	allah ta ala berfirman aku sesuai persangkaan hamba ku aku bersamanya ketika ia mengingat kuaya mmilih brprasangk 
0	arwana dan lidahnya 
1	twitter please do your magic namanya pak edy sy mau mengajak kalian untuk membantu pak edy melawan penyakit gak mau 
0	jendral kivlan zein akan membawa dokumen pemberontakan pki tahun 1948 dan 1965 ke dpr bravo jendralelamanyaantipk 
-1	tak berapa nak scam la just plain naivety user id dgn password dh kena phished tu nmpak sedikit reckless org tu call m 
-1	ehh tak faham la spesis macam kau ni pung pang pung pang cakap kena sound dengan big boss pasal kerja aku pastu 
0	ketua lgbt sudah nyatakan akan dukung jokowi sampai titik darah penghabisan eeeh ketangkap 
-1	innalillah biadab dan sangat tidak prikemanusiaan 
0	jika kau lewatkan solat allah akan lewatkan kau daripada 1 jodoh 2 rezeki 3 kejayaan 4 doa pesanan untuk diri 
0	ketika koordinasi dan kepemimpinan absent kita yg memberikan saran dan kritik terhdp penanganan dihujat dan dituduh macam 
0	pilpres kali ini gue belum menentukan pilihan dan bukan pula simpatisan dari kubu manapun tapi tagar 2019 ganti presiden in 
-1	hospital is canceled 
0	maarif institute bedah jurnal islam dan media di era revolusi digital monitornews 
-1	rlt abis liat foto ayah kok jd keliatan tambah tua trs kepikiran anaknya maksiat trs kok jahat bngt ya udah diurus dr k 
0	ternyata masih sepi nih enaknya kita ngapain biar rame apa perlu saya bangunin kalian satu satu cheolie 
1	ab ayoo yangeneng exo kambek dan avanyapeedometer mutualan kuy autofollback yaa dn ku ada exo kambek woy 
0	berapa lama photo hrs bertahan apa kesalahan beliau sampai twitter fb ig menghapus semua photonya bukankah yg memb 
0	tlg bles min min jadi yang diperlukan akreditasi perguruan tinggi dan program studi atau program studi saja 
1	setiap manusia hakikatnya terlahir dengan sebuah perbedaan masing masing oleh karena itu sudah seharusnya masing masing 
0	kl benda yang ko boleh sampai dalam 45 minit jadi sejam setengah gara gara tak dapat jumpa tempat parking jumpa 
1	yuk ikut tebakanakulaku lengkapi kata kata diatas dan 2 orang yang beruntung akan mendapatkan voucher kfc 100k dan vouche 
1	mau cepet kurus gausah cape cape olah raga minum cmp aja d dijamin cepet kurus dan lebih sehat d 
-1	udah biasa sih temen model begini ga kaget ga marah juga ga diucapin yg penting gue masih nafas masih 
0	yes tetap menang di hati semua peminat nak tengok full video link kt igs tau korang swipe atas je repost r 
1	ia bethannyamos sedang berusaha keras untuk tidak tertawa di sini melihat tingkah gegabah 
-1	secanggih canggihnya google maps dan waze ga akan tau jalan mana yg dipake hajatan
1	aku nak kongsi satu kisah pasal perubahan dan istiqamah ada sorang kawan level adik adik ada masalah dengan gangste 
0	hidup itu usaha dan nriman viral cuitanoal lulusanarjanausah cari kerja unggahan akun ini banjir komentar 
1	1 of 365 welcome 2018 harap semuanya baik baik sahajaemoga lebih indah tenang dan harmoni aamin 
-1	pesan bernas pedoman pilpres 2019 menuju indonesia majutop konflik debat ideologi tanpa ujungekarang jamann 
0	mini giveaway gt gt pulsa 20k buat 1 orang lt lt ini ga pertamaqu mengingat kmrn exo drop the new logo out akun ini masih b 
0	macbook 13 256gb beli jun 2018 warranty apple malaysia 1 tahun harga rm4500 00 condition 10 10 sgt jarang pak 
-1	di saat fpi lagi sibuk2nya bantu korban bencana alam di palu dan donggala ada saja pihak2 yg fitnah fpi 
-1	ya semoga sampean dan keluarga sampean nga ada yang buka usaha toko trus tiba tiba terjadi bencana eh barang dagangannya dija 
0	ga sabar nunggu buku murakami yg terbaru terbit katanya masih 7 hari lagi dan setelah itu masih nunggu 14 21 ha 
-1	11oal jadup rp 10 000 per orang mereka minta segera direalisasikan korban gempa kesulitan dapat pekerjaan dan pendapata 
0	berikut ini beberapa informasi penting terkait kebutuhan bantuan donasi dan pencarian orang hilang di palu donggala mar 
0	kenapa doa kita masih belum dimakbulkan fahamkan allah dahulukan apa yang kita semua perlu bukan ikut apa yang kita mah 
-1	baru kali ini penanganan bencana benar2 kacau balau sebelum jokowi bencana juga ada tapi gak kayak gini situasinya teri 
-1	apa kepercayaan anda sehingga semua hrs ikut tafsir anda bagaimana dgn track record anda sendiri kl 
1	posko peduli palu di gorontalo di kampus unu gorontalo posko ini juga sedang mengirim bantuan ke palu dan masih bisa mene 
1	pendekatan pembangunan daerah tertinggal berbasis seni dan budaya diharapkan dapat berkontribusi dalam pelestarian kearifan 
0	why did we learn mla all these years if we re gonna use apa for everything else
0	minggu ni mak saya tolong pack kan cadar tengok dia bagi cadar apaiap bagi patung uolls mak aku ni gigit kang 
1	salam hormat buat pakby beliau benar benar pemimpin dan memimpin
1	ik mutualan kuy hanya ikonics ya no mulfan no ygstan dan no pinkon shipper 
0	apa betul pernyataan seperti ini medianya yg salah atau 
0	meski demikian builder retro classic cycles yang juga hobi dengan muscle car amerika ini memberikan bocoran chopp 
1	sesungguhnya apabila seseorang terlilit utang maka bila berbicara ia akan dusta dan bila berjanji ia akan pungkiri hr al bukh ri 
-1	save ouroccer bebaskan sepak bola kita dr pengurus sinis pemain bengis dan suporter sadis 
1	datang turki kalau tak singgah tempat ni memang rugi hierapolis dan cotton castle denizli pamukkale matahari terik ta 
-1	dari hari pertama banser juga sudah turun emang harus lapor kamu 
0	apa benar kak babak belur dihajar orang tak dikenal mohon info 
1	keren ya barisan emak2 pembawa panji tauhid dan komunitas scooter hijrah di acara pawai tauhid tadi pagi islamselamatka 
0	giveaway pulsa dalam rangkam mendengar raungan exo l dan akhirnya exo comeback aku mau ga pulsa 15k ke semua o 
1	semuanya hancur guys jadi aku minta tolong sama kalian diluar sana mari sekarang kita bersyukur dgn apa 
-1	brader ni hurai pasal gaji ltk dan apa yang dia pernah buat harap budak menteri hadam ishh tak layak betul jadi me 
1	kambing dan ayam pemilik diuruskan sepenuhnya oleh pakkp jadi boleh teruskan kerja sedia ada manfaat dari progr 
1	saya baca ini menitikan air mata disaat warga lombok sangat kesulitan akibat gempa mereka masih sempat gotong royong 
-1	sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
-1	bro ndak usah dulu pake narasi jualan politik kecap basi tanpa fakta keluarga kami yg merasakan betul dampaknya bencana d 
1	perbedaan inilah setiap orang akhirnya bisa belajar karakter dan kultur orang lain yang berbeda dari dirinya dunia kusto 
1	nabi isa lewat di dpn sklmpk org yahudi mrk mengeluarkan kata2 kotor kpdnya tapi nabi isa membalas dg kata2 santun m 
-1	hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba 
-1	malapetaka terbesar umat ini bukanlah bencana bumi tetapi bala yang sebenar ialah agamawan yang hil 
-1	saya tdk mencibir bro akan kterlibatan pihak luar anda baca lagi deh kalau anda ngarep bantuan ln lalu anggap k 
0	hai semua buat temen2 yang suka main pubg yuk join ke grup pubgindonesia bisa kita ken 
0	kenapa masjid yang selamat dari bencana sedangkan konkritnya tidak seteguh bangunan hebat lain masjid juga satu satuny 
0	terlanjur ngrasakne dan di rasakne
0	seandainya semua orang berfikir begini 
0	pagi juga 
1	i suka how the driver didnt even drive pass it but waited for the malayan tiger to finish crossing first lepastu doran 
-1	ya samalah tu pak yg namanya nya mengambil punya orang tanpa ijin dan tanpa hak itu penjarahan atau maling namanya 
1	ya allah jika rezekiku masih di atas langit turunkanlah dan jika ada di dalam bumi keluarkanlah jika sukar mudahkanl
1	penampakan chatime di plazaurabaya please buat kalian yang pake jasa mereka hargain mereka ya hal termudah yang bisa kalia 
1	fiksi2018 mengambil tema the power of innovativeociopreneurship bertujuan untuk membangun semangat dan jiwa kewirausa 
-1	1 kengototan pemerintah menolak menetapkan status bencana gempa tsunami di lombok ntb dan paluulawesi tengah sebagai ben 
0	aku sudah email tadi subuh blm s balas apa tunggu d balas apa gmn boleh capt 
0	4 biji apa 4 botol 
-1	tiba tiba kau hadir dan merusak usahaku dan kini aku teringat kembali akan perih hati yang kau buat waktu ini batakdukungjokowi
1	perbedaan aliran musik yang band band penampil ini juga menjadi penguat tema warna perbedaan yang sudah seharusnya 
0	apa hah 
1	solusi guru yang ada di lapangan praktek pendidikan harus sering2 kordinasi dengan akademisi dan pembuat kebijakan 
1	ya allah angkatlah penyakit dari saudaraku ini agar dia tetap bisa melayani amp menolong rakyatehat amp semangat ya mas 
1	bisa aku juga mau cari kalo ngga dpt dari fansign go 
0	mas maaf surat pernyataan dan surat lamaran download dmn ya 
-1	dosen satu ini aku kalo telat bikin salah dikit diungkit2 mulu tapi kalo ada apa apa baru ke aku huft
0	febri hariyadi dan dedi kusnandar di panggil tim nasional indonesia keduanya akan tampil bersama timnas menghadapi mya
1	kita memerlukan kekhawatiran untuk mendorong kita bersungguh sungguh bekerja mengatasi kekhawatiran dan kita membu 
0	good morning apa kabar jangan lupa follback ya 
1	semakin cinta 2019gantipresiden 2019prabowosandi betapa mulianya hati pak dan sikap seperti ini hanya ada 
1	raja arabaudialman bin abdulaziz menelepon saya berbelasungkawa atas bencana gempa bumi dan tsunami diulawesi tengah sek 
0	mhn maaf atas ketidaknyamanannya bpk harsya mhn informasikan bpk transaksi denganakuku di merchant apa tks mora
0	penampakan pd dinding pasca gempa jogja mei 2006 dan dipublikasikan utk ilm bansos foto 
0	iyaa kak tapi aku masih bingung mau ambil jurusan apa 
0	lima prinsip manajemen krisis 1 perjelas siapa yang memimpin 2 tunjuk juru bicara tunggal jangan bersahutan 3 juju 
1	orang ini tetap memegang janji dan sedang berusaha menepatinya orang ini bisa dipercaya ftv sctv tadi jam 10 
-1	bila pengantin kata takmau shoot outdoor jauh jauh tapi kau kena deliver juga be like 
1	comel gila kisah kak astiey nurasiah dengan suami dia yang hensem iras irashahir ni dan yang paling admirable sense 
-1	mau tau knp anda maaf bodoh klo pinter sedikit saja ga akan mudah di bodohi klo lo bilang 
0	pembantaian ulama danantri darah di madiuneptember 1948  
0	nak pesan pesan apa tak guna belajar tinggi tinggi tapi hidup serendah rendah akhlak 
-1	apa hak anda ngatur2 presiden anda siapalma konteks melaksanakan tugas sbg presiden maka pak jokowi berhak mem 
-1	kat twitter ni tak ada istilah 'itu pon nk bagi tahu' 'itu pon nk tweet' 'itu pon nk cerita' dia tweet apa dia suka kau na 
0	kepada follower yang beli iphone di kedai biasa ighop dan seangkatanila semak warranti di laman
1	bencana adalah bencana ada duka dan kehilangan ada saudara saudara kita yang butuh dukungan dan santunan kiranya tid 
